symbol,pval,FC_type2vstype1
SGK269,0.141924633,0.916616482
SGK3,0.014810719,1.205261618
SGK494,0.741116328,1.052250559
SGMS1,0.542812016,1.046811852
SGMS2,0.448778222,0.929252524
SGPL1,0.739066457,0.984090145
SGPP2,0.214357561,1.178848989
SGTA,0.086666086,0.91396955
SH2B2,0.458660291,1.086732809
SH2B3,0.488517031,1.051438532
SH2D1B,0.081784665,1.264413309
SH2D4A,0.918448302,1.008571942
SH2D4B,0.931309884,1.007763515
SH2D7,0.051997377,0.850448951
SH3BGRL3,0.237915353,0.902190095
SH3BGR,0.218923726,1.097051993
SH3BP1,0.01671151,0.763449254
SH3BP2,0.058247983,0.859384741
SH3BP4,0.012633976,1.351616715
SH3D19,0.479107197,0.946470972
SH3GL1,0.742623514,0.97943371
SH3GL3,0.401338663,1.158826696
SH3GLB1,0.19289054,1.056305677
SH3GLB2,0.020858428,0.849789241
SH3PXD2A,0.161012539,1.158121033
SH3PXD2B,0.140792536,1.20397706
SH3RF1,0.820806172,1.018720546
SH3RF2,0.020475225,0.758465456
SH3RF3,0.012801928,0.72191897
SH3YL1,0.8209801,1.026268151
SHANK2,0.250081631,0.901530996
SHARPIN,0.830818251,1.012784045
SHBG,0.178145551,1.217521917
SHB,0.062111769,0.882781467
SHD,0.531074357,0.936737369
SHE,0.420962255,1.107693066
SHF,0.588778431,1.048477225
SHISA5,0.213566393,0.926324703
SHISA9,0.434105524,0.866146532
SHKBP1,0.447777434,0.96135125
SHOX,0.718773243,0.977744826
SHPK,0.320700963,0.932953893
SHPRH,0.741277943,0.953194959
SHQ1,0.693228562,0.981031967
SHROOM1,0.463112242,1.0759195
SHROOM2,0.585364949,0.937820898
SIAH1,0.722345021,1.016611833
SIAH3,0.925232926,1.019836071
SIGLEC10,0.259065471,0.832124511
SIGLEC11,0.486301117,1.116500139
SIGLEC12,0.530613366,0.907486816
SIGLEC5,0.500872316,0.905291578
SIGLEC9,0.689974934,0.933379078
SIK1,0.649092915,0.927966211
SIK2,0.173367403,1.113263407
SILV,0.018538771,0.808706472
SIM1,0.349864712,0.801715199
SIM2,0.258670291,1.276501734
SIN3B,0.548766313,0.969560508
SIP1,0.817459482,0.987171473
SIPA1L3,0.177040528,0.908860312
SIPA1,0.013660928,0.797788092
SIRPA,0.034897404,0.82728915
SIRPB1,0.267511837,1.168514089
SIRPD,0.424313247,1.078346183
SIRPG,0.510714076,1.128213792
SIRT1,0.068013655,1.111523533
SIRT4,0.348702401,1.089895817
SIRT6,0.055420608,0.871266835
SIRT7,0.071277027,0.879883042
SIVA1,0.289256672,0.931747315
SIX4,0.521523854,0.898073499
SIX5,0.047997525,0.87264962
SIX6,0.103395954,1.023195538
SI,0.230900348,0.978797517
SKA2,0.632938033,0.974402938
SKIV2L,0.116825235,1.061357221
SLAIN2,0.840203954,0.990379055
SLAMF9,0.812006149,0.966022275
SLC10A1,0.148983585,0.907508622
SLC10A4,0.028721037,0.811467709
SLC10A5,0.632575541,0.95235316
SLC10A7,0.912557182,1.006347551
SLC11A1,0.027105074,0.709705501
SLC11A2,0.36519014,0.94954816
SLC12A1,0.095206638,2.395945161
SLC12A2,0.016664041,1.291482729
SLC12A3,0.037110719,2.44415767
SLC12A5,0.721149902,0.950473919
SLC12A6,0.157662023,0.902203419
SLC12A7,0.461115534,1.058346529
SLC12A8,0.070444855,0.764537434
SLC13A1,0.060930011,0.50915243
SLC13A2,0.802602252,1.094593742
SLC14A1,0.074687555,1.534165036
SLC15A4,0.811089227,1.015340951
SLC16A11,0.042095899,0.627560685
SLC16A12,0.609959026,0.900657782
SLC16A13,0.676124368,1.057967797
SLC16A3,0.178849657,0.800403806
SLC16A5,0.057656738,1.492988306
SLC16A6,0.01021389,0.627941064
SLC16A7,0.015527803,1.623074798
SLC16A8,0.035091661,0.777876882
SLC17A1,0.324461476,0.793799323
SLC17A2,0.071901378,0.647438169
SLC17A3,0.085812938,1.730148287
SLC18A1,0.285724518,0.919399794
SLC19A1,0.570175411,1.048643608
SLC19A2,0.019640295,1.25459827
SLC1A1,0.613999417,0.939477376
SLC1A4,0.036576046,1.192569211
SLC1A6,0.106032649,0.623818757
SLC1A7,0.232812139,1.282081892
SLC22A10,0.420297486,1.083549783
SLC22A11,0.186007665,0.705130863
SLC22A12,0.670822513,0.848348306
SLC22A14,0.449647004,1.109242238
SLC22A15,0.110627553,1.174359622
SLC22A16,0.116893763,1.189456922
SLC22A17,0.854142504,0.981504546
SLC22A18,0.360699327,0.86551298
SLC22A24,0.015532416,0.598361684
SLC22A25,0.170356316,1.047672984
SLC22A4,0.45289817,1.114549068
SLC22A5,0.074496937,0.842204368
SLC22A7,0.448063228,0.737358169
SLC22A9,0.085347142,0.80548387
SLC23A1,0.187511803,1.329942233
SLC23A2,0.053036273,1.148148249
SLC23A3,0.990868915,0.997097691
SLC24A1,0.156516331,0.908607187
SLC24A2,0.187394347,1.156449797
SLC24A3,0.92805144,1.017327835
SLC25A10,0.108292748,1.182813878
SLC25A13,0.724109901,1.021745838
SLC25A16,0.097464851,1.106068338
SLC25A19,0.722035543,0.97356515
SLC25A1,0.532908457,0.96018477
SLC25A20,0.013239938,1.217203669
SLC25A21,0.741252449,1.048935297
SLC25A22,0.725094248,1.022904771
SLC25A2,0.423630102,0.945812605
SLC25A31,0.716168351,1.016134706
SLC25A38,0.05343507,1.085234004
SLC25A39,0.080589281,1.115966247
SLC25A3,0.011192872,1.157917174
SLC25A40,0.377154246,1.130261791
SLC25A41,0.363756656,0.887395101
SLC25A43,0.306992486,0.907251305
SLC25A4,0.325585118,1.093957955
SLC26A10,0.15789622,0.804170014
SLC26A11,0.020621371,0.894062479
SLC26A2,0.066991007,1.172408709
SLC26A3,0.511262999,0.95916382
SLC26A4,0.014617268,1.801251533
SLC26A5,0.639639899,1.035566623
SLC26A7,0.022678846,2.172906741
SLC26A8,0.471375013,1.06467985
SLC26A9,0.017717081,1.977776041
SLC27A1,0.196420958,0.909032393
SLC27A2,0.026789321,1.495417644
SLC28A1,0.084907602,0.673174391
SLC28A2,0.197595144,1.284909465
SLC28A3,0.023731386,1.274310116
SLC29A2,0.205211448,0.792080214
SLC29A3,0.777940068,1.033267432
SLC29A4,0.48337973,0.866943311
SLC2A10,0.015366897,0.702336749
SLC2A12,0.010580274,1.474713152
SLC2A14,0.857355488,0.976855796
SLC2A2,0.462229967,1.275780042
SLC2A3,0.373321241,1.143127842
SLC2A4,0.240652849,0.82693945
SLC2A7,0.809033518,1.009090437
SLC2A8,0.038778523,1.15678684
SLC30A10,0.046543167,1.19006172
SLC30A2,0.020574901,2.029872185
SLC30A4,0.017389102,1.428322361
SLC30A7,0.412753405,0.954134774
SLC30A8,0.880004049,0.956775196
SLC30A9,0.037843877,1.148232129
SLC32A1,0.231884894,1.037218982
SLC35A1,0.23516333,1.059085109
SLC35A4,0.120715536,0.939779294
SLC35A5,0.321121608,0.949476252
SLC35B1,0.081440683,1.083394403
SLC35B2,0.164743464,1.078898311
SLC35B4,0.025328798,1.137362342
SLC35C1,0.08885621,0.901976766
SLC35D1,0.549701907,0.955277808
SLC35D3,0.255786173,1.052698628
SLC35E2,0.08896635,0.819981958
SLC35E4,0.079214008,1.165296061
SLC35F2,0.373093249,1.071861468
SLC35F3,0.38983338,0.848244317
SLC35F4,0.865812162,1.015280801
SLC35F5,0.919083338,1.007699147
SLC36A3,0.92291151,1.003688549
SLC37A4,0.373805717,0.930037356
SLC38A1,0.020932304,0.822729371
SLC38A5,0.012492611,1.723895361
SLC38A8,0.013240696,1.21749014
SLC38A9,0.059514217,1.101593038
SLC39A12,0.188767159,1.046321102
SLC39A13,0.76557352,0.981836911
SLC39A3,0.790334656,1.014319047
SLC39A5,0.015215612,0.452038196
SLC39A9,0.012351113,1.11212732
SLC3A1,0.279079275,0.865234479
SLC40A1,0.881059751,0.987829833
SLC43A3,0.593896242,0.943730323
SLC44A5,0.569603946,1.215129564
SLC45A1,0.231330348,1.206225335
SLC45A4,0.118262868,0.8749865
SLC46A1,0.317658078,1.071972968
SLC46A3,0.841443052,0.979800493
SLC47A1,0.819545478,0.947466366
SLC47A2,0.072456172,1.914738981
SLC4A10,0.011520298,0.663209809
SLC4A2,0.014286621,0.861304082
SLC4A3,0.800819482,1.050064568
SLC4A5,0.021702688,1.275658325
SLC4A7,0.069008141,0.815130094
SLC4A8,0.129752412,1.32739405
SLC4A9,0.01198316,2.343196765
SLC5A10,0.086989132,1.678919635
SLC5A3,0.240903352,1.190752888
SLC5A5,0.193138088,0.853863747
SLC5A8,0.020244246,0.453225027
SLC5A9,0.825320618,0.958583507
SLC6A12,0.293471512,0.868246943
SLC6A18,0.247447562,0.666659921
SLC6A19,0.796484072,0.896187896
SLC6A2,0.011957003,1.480861832
SLC6A4,0.075277724,1.387982885
SLC6A7,0.100265951,0.822853529
SLC6A8,0.036926787,1.194373281
SLC6A9,0.061878336,1.274522492
SLC7A13,0.649720573,1.1529722
SLC7A4,0.014949374,0.61457941
SLC7A5P2,0.240537482,0.865122131
SLC7A6OS,0.848562778,1.014691201
SLC7A6,0.225689816,0.931630058
SLC8A1,0.810881858,1.041712639
SLC9A3R1,0.01441599,1.430580763
SLC9A3,0.290012393,1.451489608
SLC9A5,0.010829613,0.734647572
SLC9A7,0.011437687,1.456967244
SLC9A8,0.011476235,0.878079935
SLC9A9,0.435610864,1.112891903
SLCO1B3,0.019161616,1.371551885
SLCO2A1,0.716567798,0.953051549
SLCO3A1,0.632007952,0.967315593
SLCO4A1,0.567320806,1.117773183
SLCO5A1,0.012452908,0.725053544
SLCO6A1,0.07641423,1.098611748
SLED1,0.010299498,1.458405894
SLFN11,0.262658298,1.130983153
SLFN12L,0.259338926,1.159647985
SLFN12,0.724393629,0.960936324
SLFN14,0.187014525,0.907674156
SLFN5,0.729171826,1.042621656
SLIT1,0.022624344,1.337970307
SLIT2,0.011479493,0.49502441
SLITRK1,0.026543475,0.632863347
SLITRK3,0.024908957,1.205688934
SLK,0.982323186,1.001818591
SLMAP,0.36607654,0.943666271
SLMO1,0.083324059,1.185809313
SLMO2,0.036478235,1.130950617
SLN,0.785777686,1.049701777
SMAD1,0.392321674,0.950652337
SMAD2,0.035754439,1.095245999
SMAD4,0.019270438,0.897206153
SMAD5OS,0.018017732,1.257808734
SMAD5,0.952521909,1.00340392
SMAD6,0.053270734,0.765211524
SMAD9,0.085098003,0.701104628
SMAP1,0.237629743,1.044434979
SMARCA1,0.069814107,0.849241453
SMARCA2,0.200391582,1.103583316
SMARCA4,0.151370363,0.939111916
SMARCA5,0.553588117,1.041337657
SMARCAD1,0.911148055,0.993065731
SMARCAL1,0.015004884,1.102072702
SMARCC1,0.988742574,0.999186251
SMC3,0.041714857,1.158390942
SMCHD1,0.696861732,1.030320027
SMCP,0.76372576,1.010018571
SMCR5,0.069577641,0.843323329
SMCR7L,0.686736072,0.982237331
SMCR8,0.921278497,1.006492659
SMEK1,0.084136464,0.923494462
SMEK3P,0.203170457,1.139580618
SMN1,0.508643528,0.929616623
SMN2,0.011674412,1.158318035
SMNDC1,0.0115598,1.108532912
SMOC1,0.965318877,1.011281994
SMOX,0.872209474,1.01603321
SMPD1,0.421784782,0.944457586
SMPD2,0.567117211,0.969930599
SMPD3,0.017767237,0.753789447
SMPD4,0.01041989,0.887489493
SMPDL3A,0.247356528,1.165984089
SMR3A,0.839702391,1.003019178
SMTNL1,0.257739144,1.120922662
SMTNL2,0.050291184,0.746689548
SMTN,0.025812066,1.245709893
SMU1,0.090770471,1.051325154
SMUG1,0.02678518,0.870781922
SMYD1,0.090040902,1.054257174
SMYD2,0.728579351,1.02143207
SMYD5,0.135315266,0.928500017
SNAP91,0.067773445,0.611561587
SNAPC1,0.023413303,1.193321966
SNAPC2,0.404243203,1.057808379
SNAPIN,0.977484278,1.001080063
SNAR-B2,0.148553268,0.982180181
SNAR-D,0.300418534,1.004556438
SND1,0.161171993,1.066941151
SNED1,0.566927487,0.924631138
SNF8,0.819124827,0.985653488
SNHG1,0.030075499,0.783723812
SNHG3-RCC1,0.534711567,0.898498767
SNHG3,0.01774593,0.715442911
SNHG4,0.756026095,1.037194044
SNHG5,0.012045438,1.31329345
SNHG6,0.596269658,1.045022699
SNHG7,0.396222604,1.091132423
SNHG9,0.161230913,0.837937496
SNIP1,0.030220245,0.905658455
SNORA10,0.153922773,0.962058398
SNORA11E,0.337291055,0.994987684
SNORA12,0.970275356,1.00132032
SNORA13,0.725246126,0.995401284
SNORA14A,0.425286165,0.994088537
SNORA14B,0.120007604,1.024486148
SNORA15,0.270924529,0.984550922
SNORA16A,0.105094249,0.989095418
SNORA18,0.839059209,0.994638501
SNORA1,0.337291055,0.995461419
SNORA20,0.106633106,0.970451298
SNORA21,0.169579036,0.949425261
SNORA22,0.55271896,0.98645126
SNORA23,0.138976725,1.086268097
SNORA24,0.219759235,0.970679818
SNORA25,0.240532415,0.986988013
SNORA26,0.940426269,1.001134229
SNORA27,0.20537614,1.035731747
SNORA29,0.741901401,0.996651303
SNORA2A,0.523773286,0.992484792
SNORA34,0.876079321,0.996518201
SNORA36A,0.572731218,0.995543296
SNORA37,0.458380782,0.986720034
SNORA38B,0.999444172,1.0000125
SNORA38,0.111703807,0.985009758
SNORA3,0.160459563,0.981567596
SNORA40,0.059338059,0.958201402
SNORA41,0.653957358,0.996269871
SNORA42,0.337918873,1.017845701
SNORA44,0.337291055,0.996489022
SNORA45,0.5895416,0.993370604
SNORA46,0.378503765,1.016289039
SNORA47,0.843782506,1.004370286
SNORA48,0.751931287,0.982126421
SNORA49,0.646050406,0.990465146
SNORA4,0.304377111,0.979879329
SNORA50,0.117632849,0.974680903
SNORA51,0.724897718,1.002178767
SNORA52,0.765064382,1.004605739
SNORA53,0.330639384,1.102098904
SNORA54,0.557205911,0.99176318
SNORA56,0.67877981,0.996602141
SNORA57,0.211828392,0.925305623
SNORA58,0.676386306,1.002816349
SNORA59B,0.154451553,0.947608306
SNORA5A,0.279830917,0.966440365
SNORA5C,0.404005784,0.984857182
SNORA61,0.863882276,1.004244132
SNORA62,0.57763077,1.008751298
SNORA63,0.239889627,0.928323937
SNORA64,0.463968858,1.024671106
SNORA65,0.957572484,0.99878393
SNORA68,0.554382241,1.014859828
SNORA6,0.060739429,0.962811683
SNORA70,0.825378399,1.008605525
SNORA71A,0.71107776,0.994408855
SNORA71B,0.60160311,0.994507744
SNORA71D,0.433120539,1.01538357
SNORA72,0.139804588,0.945244763
SNORA74A,0.173919678,1.071393225
SNORA74B,0.207792866,1.061451393
SNORA75,0.116752543,1.017797676
SNORA76,0.425992616,0.980755957
SNORA78,0.387363999,0.991730322
SNORA80,0.183147475,1.020321212
SNORA81,0.177685445,0.936974687
SNORA84,0.446103019,0.992288601
SNORA9,0.798813351,1.003881289
SNORD10,0.037864358,0.83681263
SNORD115-26,0.044434557,1.080564507
SNORD116-20,0.871447594,1.02398618
SNORD116-28,0.016661693,0.654843425
SNORD116-4,0.628954271,1.132658761
SNORD15A,0.602045007,1.017448256
SNORD15B,0.534480558,1.04039369
SNORD17,0.894188757,1.019238479
SNORD1C,0.85897991,1.021583952
SNORD22,0.224595579,0.946786515
SNORD8,0.300418534,1.016804812
SNORD94,0.675487861,0.977764406
SNORD97,0.097043634,0.915805766
SNRNP25,0.58184762,0.962539404
SNRNP40,0.087873815,1.089868049
SNRNP48,0.37366667,0.947472593
SNRPA1,0.161826235,1.084896857
SNRPA,0.339769554,0.943436169
SNRPB,0.643246824,0.969031902
SNRPC,0.085914149,1.089833078
SNRPD1,0.013566707,1.135360063
SNRPD2,0.421491286,1.053070772
SNRPD3,0.715522928,0.982971282
SNRPE,0.026651422,1.144188929
SNRPF,0.127550748,0.889786908
SNRPG,0.97306618,0.997920874
SNRPN,0.036813306,1.179282644
SNTB1,0.43320449,1.099461388
SNTB2,0.217057336,1.090524108
SNTG1,0.10741354,1.163463175
SNTG2,0.140421148,0.761935885
SNTN,0.247524073,1.065858912
SNURF,0.012649602,1.936479782
SNX10,0.558815268,0.946423408
SNX13,0.095072316,0.904836885
SNX14,0.850586018,0.992319374
SNX15,0.51342871,0.974636828
SNX17,0.191228193,0.946904363
SNX18,0.04644224,1.205197487
SNX19,0.307390438,1.058014226
SNX1,0.179913457,1.045840963
SNX20,0.864400003,1.026918019
SNX21,0.541119716,0.957230062
SNX24,0.011015899,1.126955666
SNX29,0.856022918,1.012702668
SNX30,0.856804358,1.015654131
SNX31,0.119822685,1.152593148
SNX32,0.384026829,0.858031119
SNX33,0.263743642,0.945480696
SNX4,0.14409553,1.110677672
SNX7,0.138161424,0.914089048
SNX8,0.281826504,1.081557918
SOAT2,0.653642876,1.073340621
SOCS2,0.113471745,1.266800967
SOCS3,0.61977389,1.085727105
SOCS4,0.278885245,0.940851232
SOCS5,0.785194147,0.984949257
SOCS6,0.683058249,0.976134588
SOCS7,0.026344722,1.437475262
SOD3,0.941013134,1.008789273
SOHLH1,0.539890339,1.04761089
SOHLH2,0.036318415,1.43549871
SOLH,0.011086393,0.841921485
SON,0.586371339,1.039372467
SORBS2,0.579102857,0.951190844
SORBS3,0.984077943,0.998583761
SORCS1,0.165902156,0.634124568
SORL1,0.101210629,1.218274558
SOS1,0.559322722,0.97006884
SOS2,0.033042422,1.149518087
SOST,0.02301242,2.034383515
SOX10,0.100639548,1.248407342
SOX11,0.011060925,1.710640812
SOX12,0.113202434,0.844604875
SOX14,0.666501468,0.988353696
SOX1,0.187905979,1.075149843
SOX21,0.441732145,1.030536406
SOX2OT,0.340245202,1.112599372
SOX2,0.419860683,1.078107372
SOX30,0.495508376,1.10991202
SOX5,0.071716791,1.484626723
SOX6,0.985290203,0.998653536
SOX8,0.013728286,1.875242427
SP100,0.623655263,1.020635856
SP110,0.626720316,1.025362714
SP140L,0.406446308,0.932454008
SP140,0.351090782,1.132534338
SP2,0.427495829,1.04838661
SP3,0.308960347,1.066588021
SP4,0.858202658,1.020700198
SP5,0.399404219,1.167320372
SP7,0.94644612,1.003808689
SP8,0.225620842,1.078038235
SPACA3,0.714084678,0.984814269
SPACA4,0.840750511,1.013355948
SPACA5,0.048440663,0.882045629
SPAG11A,0.153345462,1.027725143
SPAG11B,0.124109157,1.034924116
SPAG16,0.906166194,1.006707038
SPAG1,0.085568808,0.862618296
SPAG4,0.480783667,0.907839483
SPAM1,0.120185195,0.934891414
SPANXA2,0.054998482,1.15260924
SPANXC,0.07043575,1.151454107
SPANXE,0.033222276,1.164608487
SPANXN2,0.986361391,0.999879499
SPANXN3,0.028874221,1.056119187
SPANXN5,0.112523492,1.027932918
SPAST,0.122435014,1.080871156
SPATA13,0.708472242,1.067353562
SPATA16,0.031420072,1.147439504
SPATA19,0.173014226,0.990326341
SPATA1,0.162955763,0.894244704
SPATA20,0.846982763,1.015988327
SPATA21,0.395456079,0.94269699
SPATA22,0.245373354,1.10741905
SPATA2L,0.075160136,0.860621057
SPATA3,0.172852676,0.987259726
SPATA6,0.804482822,1.026753248
SPATA7,0.018328375,0.8808258
SPATA8,0.905187902,0.988439833
SPATA9,0.544778194,0.945176563
SPATC1,0.186185129,0.874026589
SPATS1,0.014440897,1.328267478
SPATS2,0.253624655,0.94061939
SPCS3,0.704455609,0.983583662
SPDEF,0.07990085,1.312772003
SPDYC,0.572276134,0.968265833
SPDYE2,0.023707512,0.808701913
SPDYE4,0.173980158,0.956880354
SPEG,0.953164008,0.987793111
SPERT,0.118322334,1.213094308
SPESP1,0.17006367,1.519552225
SPG11,0.596052999,1.030738676
SPHAR,0.055335106,0.90073603
SPHK2,0.015542855,1.213365716
SPHKAP,0.081304852,1.223949808
SPIB,0.041421582,1.464433536
SPIN2A,0.972189068,1.003314979
SPIN2B,0.046126163,0.9041772
SPIN3,0.506890742,1.039362659
SPIN4,0.923959601,1.008204629
SPINK4,0.013231013,1.167233348
SPINK5,0.291640656,1.260403578
SPINK6,0.061236491,1.037358291
SPINK9,0.873366172,0.996533046
SPINT1,0.686846206,0.963270741
SPINT3,0.468738113,0.97031926
SPIRE1,0.010222692,1.282171476
SPN,0.533302682,0.914439245
SPOCK1,0.995287887,0.998989928
SPOCK3,0.239997124,1.133500303
SPOPL,0.926435999,0.994622601
SPP1,0.47685298,0.910712856
SPP2,0.110154757,0.955045297
SPPL3,0.047544173,0.925782847
SPRED1,0.232388493,1.079229356
SPRED3,0.011854675,1.334961006
SPRN,0.062830399,0.834431449
SPRR1B,0.037971055,1.245272797
SPRR2A,0.122106936,1.287567635
SPRR2C,0.110644658,1.051182552
SPRR2F,0.137081751,1.062519884
SPRR2G,0.04970302,1.227416128
SPRR4,0.174585987,0.991063868
SPRY2,0.863172462,1.017200724
SPRY3,0.114637206,1.119923869
SPRYD4,0.480464677,1.04281482
SPRYD5,0.142820482,1.005920818
SPR,0.457010042,1.047151728
SPSB2,0.826706481,1.020090218
SPTA1,0.03671721,1.258067169
SPTAN1,0.900885657,0.994399561
SPTBN2,0.512273925,1.158104344
SPTB,0.526997011,0.922714219
SPTLC1,0.613336294,0.976595474
SPTLC2,0.64560094,0.95903374
SPTY2D1,0.059867542,1.130200872
SPZ1,0.159074333,1.021423801
SQRDL,0.482154846,1.049639597
SRA1,0.985441652,1.001058921
SRBD1,0.190969936,1.066900941
SRCAP,0.694863104,0.98255393
SRC,0.243631626,0.928302201
SREBF1,0.737530814,0.975104292
SRFBP1,0.049801302,1.186755332
SRF,0.11532104,1.109477144
SRGAP2,0.410501069,1.063206191
SRGN,0.252154594,1.156047684
SRL,0.0608305,0.648989395
SRMS,0.647443786,1.035469877
SRM,0.427008307,1.059545981
SRP9,0.015715865,1.115936713
SRPK1,0.246230094,1.072157278
SRPK2,0.092573504,0.898806774
SRPRB,0.620625694,1.022972629
SRY,0.30557188,1.019280593
SS18L1,0.967863843,1.002938919
SS18L2,0.083463769,0.894416366
SSBP1,0.025385607,0.87194309
SSBP2,0.747796911,1.028284528
SSBP3,0.286645656,1.08002631
SSBP4,0.093617458,0.869352543
SSB,0.021171206,1.145439324
SSC5D,0.025806789,0.677167911
SSFA2,0.944242307,1.005361959
SSH1,0.269890344,1.063558276
SSNA1,0.463788515,0.946446221
SSPN,0.02170206,0.807266009
SSR2,0.086016584,1.09421267
SSR4,0.041228548,1.156572089
SSSCA1,0.032312183,1.152100924
SSTR1,0.185945136,1.302768285
SSTR4,0.709756052,0.995148387
SSTR5,0.911349492,0.978695268
SST,0.074063063,1.993023065
SSX1,0.013407859,1.337731384
SSX3,0.072860754,1.052274193
SSX4,0.058083041,1.187214224
SSX5,0.165802956,1.07617972
SSX6,0.061213143,1.200800906
SSX7,0.025987377,1.071265732
SSX8,0.296365629,1.044894602
ST20,0.052974692,0.81380715
ST5,0.760818939,1.021174365
ST6GAL1,0.03976342,1.423650834
ST6GALNAC1,0.591334676,1.057669225
ST6GALNAC2,0.710893391,0.935866701
ST7L,0.124654959,1.108486145
ST7OT2,0.576618267,1.042012548
ST7,0.458187088,0.963551362
ST8SIA1,0.010019168,1.48017573
ST8SIA2,0.992923061,1.001986849
ST8SIA4,0.019261827,1.419969364
ST8SIA6,0.110348861,1.250721165
STAB1,0.168529465,1.187979779
STAB2,0.18010573,1.178776404
STAG1,0.140708658,1.173766845
STAG2,0.104811574,1.117436398
STAG3L4,0.011168291,0.811755252
STAM2,0.080820645,1.107129814
STAMBPL1,0.039448002,1.287949611
STAP1,0.357943705,1.276237293
STAP2,0.018268954,0.80846868
STARD3,0.324604413,0.949055723
STARD5,0.944987262,1.005437165
STARD6,0.276347934,0.955674197
STARD7,0.073490801,1.073324088
STAR,0.62868012,1.055212718
STAT1,0.101165088,1.181361814
STAT3,0.492047872,1.034301465
STAT4,0.180321163,1.237484182
STAT5A,0.061074592,0.853445618
STAU1,0.033471369,1.096652265
STAU2,0.849046191,0.99131211
STBD1,0.033797723,1.175229207
STEAP1,0.18801094,1.287076659
STEAP2,0.070904683,0.765908257
STH,0.453159455,0.987128911
STIM2,0.360791284,1.057424278
STK16,0.181754517,0.940338713
STK17A,0.030712102,0.866802336
STK17B,0.222927704,1.120604356
STK19,0.029763312,0.88284829
STK24,0.496078511,0.974025689
STK32C,0.463300046,1.070018416
STK35,0.139450215,0.92490366
STK38L,0.344727125,0.945186128
STK39,0.199000345,1.123609742
STK4,0.036839275,1.126427438
STMN4,0.699889568,1.021584564
STOML3,0.375789216,0.906223193
STON1,0.330871942,1.151308875
STRA13,0.949891137,0.995608729
STRBP,0.079280612,1.086511835
STRN3,0.185934387,0.92967432
STRN,0.277959589,1.187128952
STS,0.112273037,1.152612993
STT3B,0.07260005,1.252995963
STUB1,0.457934683,0.955089787
STX11,0.20670069,1.1679915
STX17,0.522407716,0.971322524
STX18,0.794106382,1.011803364
STX19,0.736218234,1.038602533
STX3,0.053701597,1.123786439
STX4,0.274498492,0.934148636
STX5,0.147143351,1.057473777
STX7,0.216568066,1.053079716
STXBP2,0.536736395,0.970809911
STXBP3,0.193619746,1.073085976
STXBP5,0.034552867,1.231199756
STXBP6,0.257946267,0.798246974
SUB1,0.060443968,1.088117213
SUCLA2,0.436232375,1.067008938
SUCLG1,0.016291727,1.223463964
SUGT1L1,0.05052864,0.8112821
SULF1,0.430897219,0.843375626
SULT1A1,0.024293081,1.36082736
SULT1A2,0.138417748,1.270159893
SULT1C3,0.988602398,0.999788084
SULT2A1,0.371037564,0.927513877
SULT2B1,0.41637667,0.861576784
SULT4A1,0.100889023,0.664914253
SULT6B1,0.030577981,0.968238547
SUMO1P3,0.315105292,1.056132466
SUMO1,0.03298363,1.117754711
SUMO2,0.188359173,0.940488318
SUMO3,0.487658053,0.966210682
SUMO4,0.488442624,0.943696206
SUOX,0.488350277,0.955436671
SUPT3H,0.140512804,0.918178376
SUPT4H1,0.767750484,0.987736339
SUPT5H,0.097561487,1.050735822
SUPT6H,0.282713624,0.960598991
SURF1,0.030853776,0.874890348
SURF2,0.826994272,0.982741869
SURF6,0.748508351,1.013874308
SUSD1,0.036526975,1.228402856
SUSD3,0.39761629,1.141533108
SUSD4,0.756768783,1.081340952
SUV39H1,0.033649953,1.143549623
SUV420H1,0.496982229,0.965613553
SUZ12,0.776263196,1.015163816
SV2A,0.706101246,1.070939377
SV2C,0.025075696,1.165481022
SVIP,0.022290467,1.136901398
SVOPL,0.928911266,1.02003688
SVOP,0.510193493,0.892776704
SWAP70,0.062391177,1.106216856
SYBU,0.21986396,0.818390665
SYCE1,0.471740956,0.857534656
SYCN,0.909789772,1.001987158
SYCP3,0.193855907,0.939268142
SYDE1,0.942102398,1.003852015
SYDE2,0.429113432,1.101046476
SYF2,0.494229801,1.029521563
SYMPK,0.057690143,0.926032145
SYN3,0.010129422,1.433199711
SYNCRIP,0.027518566,0.92264688
SYNE1,0.731314002,1.038506982
SYNGAP1,0.06423349,0.871113445
SYNGR2,0.031101484,0.864748915
SYNJ1,0.594487756,1.040356952
SYNJ2BP,0.086529758,0.903829631
SYNJ2,0.106840052,1.212287079
SYNPO2L,0.411937077,1.108395198
SYNPR,0.248841837,1.066207951
SYNRG,0.212864308,0.946251844
SYPL1,0.664831317,0.980114356
SYS1-DBNDD2,0.976598139,0.995812162
SYT11,0.369619267,1.130883469
SYT13,0.12421609,0.670922748
SYT14L,0.418520817,1.047933494
SYT15,0.056969075,1.212910879
SYT16,0.041637491,0.701732799
SYT17,0.841249245,1.038809666
SYT1,0.014686946,1.739773146
SYT2,0.482645879,0.852174468
SYT4,0.035357251,1.207289608
SYT8,0.176049909,0.798207092
SYT9,0.603602638,1.148201236
SYTL1,0.285049747,0.825539389
SYTL4,0.979909465,0.997542364
TAAR1,0.057333455,1.113283908
TAAR2,0.181965003,0.981621358
TAAR5,0.715839839,1.016778206
TAAR6,0.777418206,0.971479235
TAAR8,0.231321555,0.917817582
